,Equipment Number,Equipment Class,Equipment Category,Service Group,Department,Make,Model,Year,Site,Mileage2024 (km),HourMeter2024 (hours),DowntimeHours2024 (hours),LaborHours2024 (hours),PrimaryMetric,Age
671,C0258,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,FOCUS,2003,MANITOBA YD. (250 W. 70TH),7680.0,,14.40138888,7.2464,mileage,22
672,C1101,"TRUCK, FUEL, SINGLE AXLE, 1500 GAL",hvy trk,Engineering Services,ENGINEERING EQUIPMENT OPER.,FREIGHTLINER,M2-106,2005,MANITOBA YD. (250 W. 70TH),14126.0,,591.946108,57.72917,mileage,20
673,C1301,"TRUCK, FUEL, SINGLE AXLE, 1500 GAL",hvy trk,Engineering Services,ENGINEERING EQUIPMENT OPER.,FREIGHTLINER,M2-106,2005,MANITOBA YD. (250 W. 70TH),15581.0,,388.3372215,96.32246,mileage,20
674,C1304,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,F150,2001,MANITOBA YD. (250 W. 70TH),18994.0,,127.4577785,34.39835,mileage,24
675,C1306,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,F150,2003,MANITOBA YD. (250 W. 70TH),3785.0,,116.6416667,30.35559,mileage,22
676,C1308,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,F150,2002,MANITOBA YD. (250 W. 70TH),7854.0,,84.64055586,17.57584,mileage,23
677,C1314,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,E350,2002,MANITOBA YD. (250 W. 70TH),12449.0,,55.19555517,38.81751,mileage,23
678,C1315,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,E350,2002,MANITOBA YD. (250 W. 70TH),25576.0,,388.1111114,50.76695,mileage,23
679,C1316,"TRUCK, FLATDECK, CRANE, LIGHT",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,FREIGHTLINER,FL70,2004,MANITOBA YD. (250 W. 70TH),14494.0,,98.89888871,65.89331,mileage,21
680,C1317,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,E450,2004,MANITOBA YD. (250 W. 70TH),13127.0,,153.6030538,62.81333,mileage,21
681,C1325,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),13412.0,,354.4041679,128.79161,mileage,22
682,C1329,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,E150,2009,MANITOBA YD. (250 W. 70TH),10285.0,,20.09305525,5.46889,mileage,16
683,C1345,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),17401.0,,246.0897211,84.40281,mileage,22
684,C1358,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),17159.0,,591.1355577,97.2514,mileage,22
685,C1360,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),15000.0,,89.39722228,56.80722,mileage,22
686,C1361,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),14939.0,,261.8136108,119.98692,mileage,22
687,C1362,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),32637.0,,389.5752761,126.36582,mileage,22
688,C1363,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,FREIGHTLINER,FL80,2004,MANITOBA YD. (250 W. 70TH),3640.0,,179.5008311,39.45556,mileage,21
689,C1364,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),16684.0,,426.8091666,74.16498,mileage,22
690,C1365,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),13583.0,,168.2827781,64.71554,mileage,22
691,C1367,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),11564.0,,528.1036162,127.31474,mileage,22
692,C1368,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),10083.0,,338.3866668,48.66332,mileage,22
693,C1369,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),16148.0,,232.482776,98.18471,mileage,22
694,C1371,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,E450,2004,MANITOBA YD. (250 W. 70TH),20985.0,,509.3213876,136.23307,mileage,21
695,C1372,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,FREIGHTLINER,FL80,2004,MANITOBA YD. (250 W. 70TH),10600.0,,105.9161107,42.14809,mileage,21
696,C1373,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),12109.0,,311.956393,211.49498,mileage,22
697,C1374,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),12146.0,,162.7213916,70.93617,mileage,22
698,C1378,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),16081.0,,117.3644445,58.62329,mileage,22
699,C1379,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),13791.0,,249.3880537,42.93497,mileage,22
700,C1386,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),7965.0,,89.90166609,41.71973,mileage,22
701,C1387,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),12287.0,,246.2541658,77.19331,mileage,22
702,C1392,"TRUCK, DUMP, 12 YARD TRANSFER",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT9513,2003,MANITOBA YD. (250 W. 70TH),20911.0,,211.4216682,74.63327,mileage,22
703,C1393,"TRUCK, DUMP, 12 YARD TRANSFER",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT9513,2003,MANITOBA YD. (250 W. 70TH),22476.0,,357.0058342,174.1217,mileage,22
704,C1394,"TRUCK, DUMP, 12 YARD TRANSFER",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT9513,2003,MANITOBA YD. (250 W. 70TH),12358.0,,148.6563908,100.52836,mileage,22
705,C1395,"TRUCK, DUMP, 12 YARD TRANSFER",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT9513,2003,MANITOBA YD. (250 W. 70TH),14994.0,,268.7147209,96.34578,mileage,22
706,C1400,"TRUCK, REFUSE, ROLL-OFF CONTAINER",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,STERLING,CONDOR,2002,MANITOBA YD. (250 W. 70TH),10014.0,,360.6488914,125.0014,mileage,23
707,C1417,"TRUCK, REFUSE, ROLL-OFF CONTAINER",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,STERLING,CONDOR,2002,MANITOBA YD. (250 W. 70TH),3267.0,,141.3547223,74.59587,mileage,23
708,C1478,"TRUCK, TRACTOR, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING EQUIPMENT OPER.,INTERNATIONAL,9400I,2002,MANITOBA YD. (250 W. 70TH),87.0,,455.0697235,27.09332,mileage,23
709,C1501,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),13352.0,,493.7608296,225.02476,mileage,16
710,C1502,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),11664.0,,543.1294484,390.07136,mileage,16
711,C1503,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),10399.0,,802.9049997,377.97403,mileage,16
712,C1504,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),13050.0,,308.4216659,194.35914,mileage,16
713,C1505,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),11736.0,,508.3358322,427.35024,mileage,16
714,C1506,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),12430.0,,289.6044413,284.9622,mileage,16
715,C1507,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),11658.0,,550.7491716,335.94946,mileage,16
716,C1508,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),11479.0,,587.74694,217.65601,mileage,16
717,C1509,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),12792.0,,331.3822223,202.38973,mileage,16
718,C1510,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),11280.0,,432.5283305,402.73801,mileage,16
719,C1511,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),10866.0,,563.3838926,244.57918,mileage,16
720,C1513,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),11280.0,,409.146392,377.47167,mileage,16
721,C1516,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),12626.0,,250.2600014,216.7255,mileage,16
722,C1517,"TRUCK, RECYCLING, DUAL PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),11539.0,,742.9486113,393.75332,mileage,16
723,C1518,"TRUCK, RECYCLING, DUAL PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),12488.0,,387.8033352,299.51942,mileage,16
724,C1519,"TRUCK, RECYCLING, DUAL PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),12370.0,,252.3291686,204.54225,mileage,16
725,C1521,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),11856.0,,358.9930562,185.9322,mileage,16
726,C1522,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),10985.0,,412.6238887,287.59638,mileage,16
727,C1524,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),11989.0,,476.8447205,341.63632,mileage,16
728,C1555,"TRUCK, REFUSE, REAR LOADER, 25 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,GENERAL MOTORS,TF7B064,2001,MANITOBA YD. (250 W. 70TH),17872.0,,486.4527826,218.00249,mileage,24
729,C1564,"TRUCK, REFUSE, REAR LOADER, 25 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,GENERAL MOTORS,TF7B064,2001,MANITOBA YD. (250 W. 70TH),17042.0,,1018.844442,381.69503,mileage,24
730,C1567,"TRUCK, REFUSE, REAR LOADER, 25 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,GENERAL MOTORS,TF7B064,2001,MANITOBA YD. (250 W. 70TH),18750.0,,323.1866677,163.49641,mileage,24
731,C1568,"TRUCK, REFUSE, REAR LOADER, 25 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,GENERAL MOTORS,TF7B064,2001,MANITOBA YD. (250 W. 70TH),11288.0,,491.9222209,206.40216,mileage,24
732,C1754,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,FREESTAR,2006,NATIONAL YD. (701 NATIONAL),8854.0,,282.0005615,50.85416,mileage,19
733,C1842,"TRUCK, REFUSE, LITTER PICKUP",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,RANGER,2009,MANITOBA YD. (250 W. 70TH),8640.0,,380.5197184,125.79001,mileage,16
734,C1843,"TRUCK, REFUSE, LITTER PICKUP",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,RANGER,2009,MANITOBA YD. (250 W. 70TH),16553.0,,186.602499,61.7264,mileage,16
735,C1844,"TRUCK, REFUSE, LITTER PICKUP",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,RANGER,2009,MANITOBA YD. (250 W. 70TH),11841.0,,197.5411116,48.0528,mileage,16
736,C1845,"TRUCK, REFUSE, LITTER PICKUP",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,RANGER,2009,MANITOBA YD. (250 W. 70TH),19133.0,,186.2797204,39.25863,mileage,16
737,C1846,"TRUCK, REFUSE, LITTER PICKUP",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,RANGER,2009,MANITOBA YD. (250 W. 70TH),18720.0,,211.001109,61.39694,mileage,16
738,C1848,"TRUCK, REFUSE, LITTER PICKUP",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,RANGER,2009,MANITOBA YD. (250 W. 70TH),24242.0,,399.8019515,71.45472,mileage,16
739,C1849,"TRUCK, REFUSE, LITTER PICKUP",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,RANGER,2009,MANITOBA YD. (250 W. 70TH),38127.0,,216.7277775,74.01891,mileage,16
740,C1850,"TRUCK, REFUSE, LITTER PICKUP",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,RANGER,2009,MANITOBA YD. (250 W. 70TH),36679.0,,484.8958354,85.19419,mileage,16
741,C1851,"TRUCK, REFUSE, LITTER PICKUP",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,RANGER,2009,MANITOBA YD. (250 W. 70TH),24465.0,,492.7488925,75.20801,mileage,16
742,C1852,"TRUCK, REFUSE, LITTER PICKUP",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,RANGER,2011,MANITOBA YD. (250 W. 70TH),32482.0,,225.7541681,48.61668,mileage,14
743,C1853,"TRUCK, REFUSE, LITTER PICKUP",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,RANGER,2011,MANITOBA YD. (250 W. 70TH),39098.0,,259.6499999,64.97999,mileage,14
744,C1855,"TRUCK, REFUSE, LITTER PICKUP",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,RANGER,2011,MANITOBA YD. (250 W. 70TH),37739.0,,252.3644416,66.30587,mileage,14
745,C1881,"TRUCK, REFUSE, LITTER PICKUP, SEMI-AUTOMATED",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,FORD,F350,2009,MANITOBA YD. (250 W. 70TH),9001.0,1378.0,372.1416669,87.67806,mileage,16
746,C1935,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING EQUIPMENT OPER.,FORD,F150,2012,MANITOBA YD. (250 W. 70TH),6571.0,,157.694445,14.73916,mileage,13
747,C1939,"TRUCK, WELDER, SERVICE",hvy trk,Engineering Services,ENGINEERING EQUIPMENT OPER.,FREIGHTLINER,M2-106,2005,MANITOBA YD. (250 W. 70TH),2000.0,,252.0283307,36.87528,mileage,20
748,C1944,"TRUCK, TIRE SERVICE, CRANE",hvy trk,Engineering Services,ENGINEERING EQUIPMENT OPER.,FREIGHTLINER,M2-106,2006,MANITOBA YD. (250 W. 70TH),13312.0,,1452.861664,131.56335,mileage,19
749,C1945,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING EQUIPMENT OPER.,FORD,F250,2007,MANITOBA YD. (250 W. 70TH),2446.0,,24.34305549,9.75113,mileage,18
750,C1946,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING EQUIPMENT OPER.,FORD,F250,2003,MANITOBA YD. (250 W. 70TH),4498.0,,90.75722253,20.42692,mileage,22
751,C1949,"TRUCK, WELDER, SERVICE",hvy trk,Engineering Services,ENGINEERING EQUIPMENT OPER.,FREIGHTLINER,M2-106,2005,MANITOBA YD. (250 W. 70TH),1927.0,,342.4516675,43.46608,mileage,20
752,C1954,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING EQUIPMENT OPER.,FORD,F250,2000,NATIONAL YD. (701 NATIONAL),3297.0,,170.9888893,60.31194,mileage,25
753,C1959,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING EQUIPMENT OPER.,FORD,E450,2003,MANITOBA YD. (250 W. 70TH),3166.0,,89.05694213,39.88277,mileage,22
754,C1992,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING EQUIPMENT OPER.,FORD,E250,2003,MANITOBA YD. (250 W. 70TH),675.0,,27.47111082,13.94806,mileage,22
755,C7526,"TRUCK, REFUSE, LITTER PICKUP",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,F350,2002,MANITOBA YD. (250 W. 70TH),9992.0,,69.33194494,36.38973,mileage,23
756,D1311,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,F150,2002,MANITOBA YD. (250 W. 70TH),8470.0,,70.40805623,30.65196,mileage,23
757,D1322,"TRUCK, PICKUP, LIGHT, FOUR WHEEL DRIVE",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,F150,2000,MANITOBA YD. (250 W. 70TH),8457.0,,41.56861019,5.195,mileage,25
758,D1328,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,E150,2009,MANITOBA YD. (250 W. 70TH),13714.0,,62.79138887,24.88304,mileage,16
759,D1336,"TRUCK, SEWER CLEANER, HYDRAULIC & EDUCTOR",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,INTERNATIONAL,SF637,2008,MANITOBA YD. (250 W. 70TH),8105.0,,540.5225005,230.68887,mileage,17
760,D1337,"TRUCK, SEWER CLEANER, HYDRAULIC & EDUCTOR",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,INTERNATIONAL,SF637,2008,MANITOBA YD. (250 W. 70TH),9392.0,,676.7497189,274.14501,mileage,17
761,D1338,"TRUCK, SEWER CLEANER, HYDRAULIC & EDUCTOR",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,INTERNATIONAL,SF637,2008,MANITOBA YD. (250 W. 70TH),6742.0,,707.1011104,260.43076,mileage,17
762,D1339,"TRUCK, SEWER CLEANER, HYDRAULIC & EDUCTOR",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,INTERNATIONAL,SF637,2008,MANITOBA YD. (250 W. 70TH),4618.0,,915.4088963,235.05473,mileage,17
763,D1347,"TRUCK, SEWER CLEANER, HYDRAULIC & EDUCTOR",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,INTERNATIONAL,SF637,2008,MANITOBA YD. (250 W. 70TH),10243.0,,803.1272243,348.92367,mileage,17
764,D1364,"TRUCK, CLASS 8, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,FREIGHTLINER,114SD,2013,MANITOBA YD. (250 W. 70TH),7342.0,214.0,171.2347224,22.06836,mileage,12
765,D1373,"TRUCK, CLASS 8, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,FREIGHTLINER,114SD,2013,MANITOBA YD. (250 W. 70TH),1023.0,87.0,205.3630545,6.17248,mileage,12
766,D1374,"TRUCK, CLASS 8, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,FREIGHTLINER,114SD,2013,MANITOBA YD. (250 W. 70TH),7943.0,235.0,194.9924998,4.98889,mileage,12
767,D1378,"TRUCK, CLASS 8, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,FREIGHTLINER,114SD,2013,MANITOBA YD. (250 W. 70TH),4939.0,411.0,390.0222218,29.03388,mileage,12
768,D1379,"TRUCK, CLASS 8, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,FREIGHTLINER,114SD,2013,MANITOBA YD. (250 W. 70TH),2762.0,254.0,202.9252777,10.45334,mileage,12
769,D1439,"TRUCK, REFUSE, LITTER PICKUP, SEMI-AUTOMATED",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,FORD,F350,2009,MANITOBA YD. (250 W. 70TH),21990.0,1424.0,327.7900012,137.49499,mileage,16
770,D1523,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),12415.0,,244.1491653,206.7697,mileage,16
771,D1525,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),11501.0,,400.5888887,333.75363,mileage,16
772,D1535,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,E450,2005,MANITOBA YD. (250 W. 70TH),15831.0,,1071.692763,116.18556,mileage,20
773,D1882,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,F250,2006,MANITOBA YD. (250 W. 70TH),8231.0,,68.871944,36.79609,mileage,19
774,D1884,"TRUCK, PICKUP, COMPACT, FOUR WHEEL DRIVE",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,RANGER,2008,MANITOBA YD. (250 W. 70TH),23085.0,,114.0180558,33.09528,mileage,17
775,D1898,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 12 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,FREIGHTLINER,M2-106,2014,MANITOBA YD. (250 W. 70TH),7885.0,,439.7750049,18.22917,mileage,11
776,D1940,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING EQUIPMENT OPER.,FORD,E250,2009,MANITOBA YD. (250 W. 70TH),6719.0,,57.17916653,19.67083,mileage,16
777,D1947,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING EQUIPMENT OPER.,FORD,E450,2008,MANITOBA YD. (250 W. 70TH),7633.0,,111.4716654,21.49333,mileage,17
778,D1948,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING EQUIPMENT OPER.,FORD,E350,2012,MANITOBA YD. (250 W. 70TH),1164.0,,153.0430574,15.28027,mileage,13
779,E1302,"VAN, 1TON, CUBE BODY",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,F350,2008,MANITOBA YD. (250 W. 70TH),7137.0,469.0,163.5316666,41.15109,mileage,17
780,E1896,"TRUCK, REFUSE, SIDE LOADER, 10 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,FREIGHTLINER,MT55,2014,MANITOBA YD. (250 W. 70TH),7885.0,,747.3191245,70.82446,mileage,11
781,E1897,"TRUCK, REFUSE, SIDE LOADER, 10 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,FREIGHTLINER,MT55,2014,MANITOBA YD. (250 W. 70TH),7885.0,,355.6055473,95.25059,mileage,11
782,E2461,"SWEEPER, AIR, 4 WHEEL, 8 CU.YD.",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,AUTOCAR,ACMD42,2013,MANITOBA YD. (250 W. 70TH),8202.0,940.0,845.6188789,111.64219,mileage,12
783,E2462,"SWEEPER, AIR, 4 WHEEL, 8 CU.YD.",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,AUTOCAR,ACMD42,2013,MANITOBA YD. (250 W. 70TH),12407.0,1576.0,821.83055,178.23141,mileage,12
784,E2464,"SWEEPER, AIR, 4 WHEEL, 8 CU.YD.",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,AUTOCAR,ACMD42,2013,MANITOBA YD. (250 W. 70TH),7337.0,940.0,1100.743332,115.16284,mileage,12
785,E2465,"SWEEPER, AIR, 4 WHEEL, 8 CU.YD.",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,AUTOCAR,ACMD42,2013,MANITOBA YD. (250 W. 70TH),7568.0,873.0,918.8305512,92.6272,mileage,12
786,E7543,"TRUCK, REFUSE, REAR LOADER, 8 YARD, DIESEL/ELEC",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,HINO,195-2-HYBR,2014,MANITOBA YD. (250 W. 70TH),32552.0,,266.4305549,45.173,mileage,11
787,F7663,"TRUCK, REFUSE, REAR LOADER, 8 YARD, DIESEL/ELEC",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,HINO,195-2-HYBR,2014,MANITOBA YD. (250 W. 70TH),25965.0,,229.1397235,49.78667,mileage,11
788,A5413,"BUS, 16 PASSENGER",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,AEROTECH,2006,KERRISDALE CC (5851 W.BLVD.),0.0,,49.15805459,13.2164,mileage,19
