Equipment Number ,Equipment Class,Equipment Category,Service Group,Department,Make,Model,Year,Site,Mileage2024 (km),HourMeter2024 (hours),DowntimeHours2024 (hours),LaborHours2024 (hours)
C2134,"CONSTRUCTION, LOADER, 1.5-3 YARD, RUBBER",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,CATERPILLAR,938G,2004,NATIONAL YD. (701 NATIONAL),NULL,438,200.054446,77.96999
C2136,"CONSTRUCTION, LOADER, EXCAVATOR, TRUCK MOUNTED, LARGE",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,GRADALL,XL4100,2002,NATIONAL YD. (701 NATIONAL),NULL,107,295.3700008,110.08945
C2137,"CONSTRUCTION, LOADER, EXCAVATOR, TRUCK MOUNTED, LARGE",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,GRADALL,XL4100,2006,NATIONAL YD. (701 NATIONAL),NULL,861,169.7616664,85.80834
C2166,"CONSTRUCTION, LOADER, FLAIL MOWER",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,NEW HOLLAND,TS110,2002,MANITOBA YD. (250 W. 70TH),NULL,277,312.5644449,42.76364
C2167,"CONSTRUCTION, LOADER, SKID STEER",hvy equip,Engineering Services,ENGINEERING KENT CONSTRUCTION S & S,BOBCAT,A300,2004,KENT YARD (900 E. KENT),NULL,149,94.47444457,71.07084
C2200,"PAVING, ROLLER, RUBBER TIRE, 20 TON",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,AMMANN,AP 240,2005,NATIONAL YD. (701 NATIONAL),NULL,554,620.2886108,222.72588
C2201,"PAVING, ROLLER, RUBBER TIRE, 20 TON",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,AMMANN,AP 240,2005,NATIONAL YD. (701 NATIONAL),NULL,485,174.1616668,112.60892
C2203,"PAVING, ROLLER VIBRATING/COMBO, 1-4.99 TON",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,AMMANN,AV 26K,2003,NATIONAL YD. (701 NATIONAL),NULL,241,554.3761103,115.05666
C2205,"PAVING, ROLLER VIBRATING, TANDEM, 6-10.99 TON",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,CATERPILLAR,CB434,2005,NATIONAL YD. (701 NATIONAL),NULL,194,116.8363912,26.66776
C2217,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,NATIONAL YD. (701 NATIONAL),NULL,51,68.41388798,23.73001
C2219,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,NATIONAL YD. (701 NATIONAL),NULL,62,59.97333395,26.01109
C2220,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,NATIONAL YD. (701 NATIONAL),NULL,70,80.43166637,21.55253
C2222,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2009,MANITOBA YD. (250 W. 70TH),NULL,15,80.13444543,11.2325
C2223,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2004,MANITOBA YD. (250 W. 70TH),NULL,26,228.2894448,17.79693
C2226,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2009,MANITOBA YD. (250 W. 70TH),NULL,11,35.2697224,12.93779
C2228,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,VARIOUS ON SITE,NULL,1,45.50500011,10.34362
C2230,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,NATIONAL YD. (701 NATIONAL),NULL,2,80.18305469,12.84695
C2233,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,MANITOBA YD. (250 W. 70TH),NULL,358,178.1388884,74.73696
C2240,"PAVING, ROLLER VIBRATING, TANDEM, 6-10.99 TON",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,CATERPILLAR,CB434,2006,NATIONAL YD. (701 NATIONAL),NULL,448,83.22305608,30.69086
C2245,"PAVING, PAVER, RUBBER",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,BLAW KNOX,PF3172,2003,NATIONAL YD. (701 NATIONAL),NULL,734,413.5452751,408.03051
C2247,"PAVING, PAVER, RUBBER",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,BLAW KNOX,PF3172,2003,NATIONAL YD. (701 NATIONAL),NULL,216,N/A,N/A
C2300,"CONSTRUCTION, BACKHOE, 1.5 YARD ON TRACK",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,LINKBELT,470X3,2013,MANITOBA YD. (250 W. 70TH),NULL,364,150.1433362,100.88026
C2305,"CONSTRUCTION, BACKHOE, 1 YARD ON TRACK",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,CATERPILLAR,328DLCR,2009,MANITOBA YD. (250 W. 70TH),NULL,943,186.1394451,171.0475
C2315,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2005,MANITOBA YD. (250 W. 70TH),NULL,51,28.52861118,22.48279
C2317,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2005,MANITOBA YD. (250 W. 70TH),NULL,40,28.20083284,11.59139
C2319,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2005,VARIOUS ON SITE,NULL,11,59.30749941,20.3397
C2321,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2005,MANITOBA YD. (250 W. 70TH),NULL,5,39.01194382,12.54388
C2335,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2005,MANITOBA YD. (250 W. 70TH),NULL,22,21.07972264,13.65779
C2336,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2005,MANITOBA YD. (250 W. 70TH),NULL,40,31.27111128,11.68833
C2374,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,CASE,590SM-2,2008,MANITOBA YD. (250 W. 70TH),NULL,760,219.6047233,151.68194
C2401,"CONSTRUCTION, LOADER, 1/2 YARD, RUBBER",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,JCB,409ZX,2006,SOUTH SIDE TRANSFER STATION,NULL,1301,588.5030501,182.27444
C2402,"CONSTRUCTION, BULLDOZER, 300 HP",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,CATERPILLAR,D8T,2008,DELTA LANDFILL,NULL,2990,N/A,N/A
C2406,"GENERATOR, LIGHT TOWER, 5-10 KW",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,INGERSOL RAND,LIGHTSOURCE,2006,DELTA LANDFILL,NULL,998,N/A,N/A
C2408,"SWEEPER, RIDE-0N, SMALL",hvy equip,Engineering Services,ENGINEERING SANITATION OPER.,APPLIED SWEEPER,525HS,2006,NATIONAL YD. (701 NATIONAL),NULL,171,1578.890555,193.57611
C2418,"CONSTRUCTION, LOADER, 4-6 YARD, RUBBER",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,CATERPILLAR,980K,2013,DELTA LANDFILL,NULL,1146,N/A,N/A
C2450,"CONSTRUCTION, BACKHOE, CLAMSHELL",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,MURRAY-LATTA,CUSTOM BUILT,2005,SOUTH SIDE TRANSFER STATION,NULL,206,2066.974175,626.80415
C2457,"GENERATOR, LIGHT TOWER, 5-10 KW",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,INGERSOL RAND,LIGHTSOURCE,2006,DELTA LANDFILL,NULL,1440,N/A,N/A
C2654,"TURF, MOWER, ROTARY, 60-72"", RIDE-ON",hvy equip,Community Services Group,CEMETERY,JOHN DEERE,1445,2010,MNTN VIEW CEMETERY(5455FRASER),NULL,312,162.1652797,45.30111
C2703,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,NATIONAL YD. (701 NATIONAL),NULL,21,132.1597228,15.83248
C7301,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,MITSUBISHI,I MIEV,2013,EVANS YARD (955 EVANS AVE.),0,NULL,N/A,N/A
C7304,"AUTO, PASSENGER, COMPACT WAGON",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,FOCUS,2005,STANLEY PARK ADMIN(2099 BEACH),8142,NULL,332.1963914,6.03972
C7502,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,RANGER,2011,EVANS YARD (955 EVANS AVE.),11979,NULL,43.45249987,15.75416
C7503,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F150,2013,STANLEY PARK SERVICE YD.,2112,NULL,5.730000019,2.88334
C7504,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F150,2009,EVANS YARD (955 EVANS AVE.),11541,NULL,87.07333386,28.56777
C7505,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2002,EVANS YARD (955 EVANS AVE.),8521,NULL,16.34499967,7.94445
C7507,"TRUCK, AERIAL, 50 FT PLUS BOOM",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FREIGHTLINER,M2-106,2007,SUNSET NURSERY (290 E. 51ST),7396,NULL,163.0502785,59.38162
C7509,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,F250,2009,SUNSET NURSERY (290 E. 51ST),9393,NULL,34.65305495,12.36001
C7510,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,RANGER,2008,SUNSET NURSERY (290 E. 51ST),24331,NULL,88.39361095,23.05778
C7511,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,RANGER,2009,EVANS YARD (955 EVANS AVE.),12074,NULL,32.8380549,17.27416
C7512,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,RANGER,2008,EVANS YARD (955 EVANS AVE.),4528,NULL,96.2480551,14.26417
C7514,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2012,EVANS YARD (955 EVANS AVE.),7580,462,37.00361085,8.35277
C7516,"TRUCK, PICKUP, COMPACT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,RANGER,2004,EVANS YARD (955 EVANS AVE.),0,NULL,35.08527776,10.23528
C7517,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,F150,2013,SUNSET NURSERY (290 E. 51ST),10810,NULL,42.37222195,14.30165
C7518,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F150,2013,EVANS YARD (955 EVANS AVE.),6769,NULL,27.22888947,8.81639
C7526,"TRUCK, REFUSE, LITTER PICKUP",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,F350,2002,MANITOBA YD. (250 W. 70TH),9992,NULL,69.33194494,36.38973
C7531,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F150,2003,FRASERVIEW GC (7800 VIVIAN),7683,NULL,153.1686068,24.42415
C7534,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,RANGER,2003,STANLEY PARK SERVICE YD.,11170,NULL,56.61222243,19.24335
C7537,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F250,2002,STANLEY PARK SERVICE YD - DOWNTOWN,10099,NULL,175.0458297,30.89278
C7542,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2012,EVANS YARD (955 EVANS AVE.),8243,555,27.37444496,9.6261
C7547,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F150,2005,EVANS YARD (955 EVANS AVE.),7323,NULL,28.98666644,10.93945
C7557,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2006,SUNSET NURSERY (290 E. 51ST),6701,NULL,73.66639066,46.45748
C7560,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F450,2002,EVANS YARD (955 EVANS AVE.),3546,NULL,153.1324999,40.47553
C7567,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2002,EVANS YARD (955 EVANS AVE.),8208,NULL,27.61972243,20.00917
C7569,"VAN, REFRIGERATION",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,E350,2002,STANLEY PARK SERVICE YD.,3198,NULL,120.6230533,29.98362
C7576,"TRUCK, FLATDECK, LIGHT",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F450,2002,EVANS YARD (955 EVANS AVE.),4508,NULL,149.3377795,3.79974
C7579,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F250,2002,STANLEY PARK SERVICE YD.,7062,NULL,129.9991679,22.14
C7580,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2002,EVANS YARD (955 EVANS AVE.),9818,NULL,125.3183322,21.4053
C7593,"VAN, 1TON, CUBE BODY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),11305,NULL,122.2688897,35.075
C7594,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),8617,NULL,143.2330539,11.43219
C7595,"VAN, 1TON, CUBE BODY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E350,2004,EVANS YARD (955 EVANS AVE.),7377,NULL,37.86583328,4.66833
C7601,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2003,JERICHO WRKS YD(N.FT.DISCOVRY),5709,NULL,33.18416667,15.89056
C7610,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F350,2004,STANLEY PARK SERVICE YD - DOWNTOWN,12190,NULL,35.60972215,11.40278
C7616,"VAN, MINI, 7 PASSENGER",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,FREESTAR,2006,STANLEY PARK ADMIN(2099 BEACH),6571,NULL,82.3894434,18.81751
C7622,"VAN, 1TON, CUBE BODY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2004,EVANS YARD (955 EVANS AVE.),4955,NULL,24.78249979,1.01222
C7627,"VAN, PANEL, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,E150,2002,STANLEY PARK SERVICE YD.,6646,NULL,84.85361147,19.38751
C7628,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),9340,NULL,23.28388858,11.87723
C7632,"VAN, 1TON, CUBE BODY",light duty,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,E350,2004,SUNSET NURSERY (290 E. 51ST),2001,NULL,101.721111,28.23167
C7633,"VAN, PANEL, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E150,2002,EVANS YARD (955 EVANS AVE.),5598,NULL,94.41861105,14.52971
C7634,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),6762,NULL,102.4408319,3.23333
C7636,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),8294,NULL,29.58361101,12.95583
C7637,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F450,2003,EVANS YARD (955 EVANS AVE.),4977,NULL,89.69416666,29.30778
C7638,"VAN, 1TON, CUBE BODY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),14456,NULL,14.38388884,13.91666
C7640,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),6511,NULL,45.79500055,12.64307
C7641,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2001,EVANS YARD (955 EVANS AVE.),9438,NULL,79.62861085,23.53416
C7644,"VAN, PANEL, HEAVY",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,E350,2002,STANLEY PARK SERVICE YD.,8346,NULL,108.4036117,33.815
C7645,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),9634,NULL,65.73972178,17.42807
C7654,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F450,2002,JERICHO WRKS YD(N.FT.DISCOVRY),14340,NULL,244.7830549,78.96556
C7655,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,F450,2002,QUEEN ELIZABETH PARK,4167,NULL,177.7936094,64.87584
C7661,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,F350,2000,VANDUSEN GARDENS (5251 OAK),2077,NULL,127.1705554,15.61054
C7667,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FREIGHTLINER,M2-106,2007,STANLEY PARK SERVICE YD.,5959,NULL,130.871388,46.1475
C7668,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F450,2002,LANGARA GC (290 W. 49TH),1555,NULL,103.4425004,45.21252
C7669,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F350,2000,EVANS YARD (955 EVANS AVE.),7083,NULL,251.9002761,88.55641
C7673,"TRUCK, AERIAL, 50 FT PLUS BOOM",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,INTERNATIONAL,4700,2002,STANLEY PARK SERVICE YD.,5356,NULL,172.2286095,84.85975
C7679,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FREIGHTLINER,FL70,2003,EVANS YARD (955 EVANS AVE.),4222,NULL,67.03888845,26.2725
C7682,"TRUCK, CLASS 7, CREW CAB, CHIP BODY",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FREIGHTLINER,M2-106,2013,SUNSET NURSERY (290 E. 51ST),0,0,N/A,N/A
C7684,"TRUCK, CLASS 7, CREW CAB, CHIP BODY",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FREIGHTLINER,M2-106,2013,SUNSET NURSERY (290 E. 51ST),1517,19,48.05083323,15.80945
C7685,"VAN, PANEL, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E150,2004,EVANS YARD (955 EVANS AVE.),5880,NULL,6.620833397,2.56389
C7690,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,STERLING,SC7000,2002,SUNSET NURSERY (290 E. 51ST),13765,NULL,297.997781,64.62526
C7691,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),5266,NULL,280.6874997,79.70861
C7692,"VAN, 1TON, CUBE BODY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2004,EVANS YARD (955 EVANS AVE.),10159,NULL,166.5594443,39.59526
C7693,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F450,2002,STANLEY PARK SERVICE YD.,14757,NULL,396.6477783,113.83
C7695,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F450,2003,EVANS YARD (955 EVANS AVE.),9662,NULL,115.0886103,26.58779
C7698,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F450,2002,SUNSET NURSERY (290 E. 51ST),12524,NULL,379.9727815,133.38668
C7701,"CONDITIONER, ICE RE-SURFACER,  RIDE-ON, ELEC",hvy equip,Parks & Recreation,PARK BOARD STANLEY DISTRICT,ZAMBONI,552 ELECTRIC,2004,WEST END CC (870 DENMAN),NULL,0,N/A,N/A
C7702,"CONDITIONER, ICE RE-SURFACER,  RIDE-ON, ELEC",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,ZAMBONI,552 ELECTRIC,2004,KERRISDALE ARENA(5670 E.BLVD.),NULL,3,N/A,N/A
C7708,"CONDITIONER, ICE RE-SURFACER,  RIDE-ON, ELEC",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,ZAMBONI,552 ELECTRIC,2005,KILLARNEY CC (6260 KILLARNEY),NULL,99,N/A,N/A
C7709,"CONDITIONER, ICE RE-SURFACER,  RIDE-ON, ELEC",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,ZAMBONI,552 ELECTRIC,2005,TROUT LAKE CC (3350 VICTORIA),NULL,1,N/A,N/A
C7710,"CONDITIONER, ICE RE-SURFACER,  RIDE-ON, ELEC",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,ZAMBONI,552 ELECTRIC,2005,SUNSET CC (404 E. 51ST),NULL,60,N/A,N/A
C7711,"CONDITIONER, ICE RE-SURFACER,  RIDE-ON, ELEC",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,ZAMBONI,552 ELECTRIC,2005,HILLCREST CC (4575 CLANCY LORANGER),NULL,55,N/A,N/A
C7721,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2009,EVANS YARD (955 EVANS AVE.),NULL,270,85.18888884,22.23002
C7724,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,NEW HOLLAND,T4020,2009,FRASERVIEW GC (7800 VIVIAN),NULL,274,66.06944489,15.83832
C7741,"CONSTRUCTION, LOADER, SKID STEER",hvy equip,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,BOBCAT,873G,2001,LANGLEY TREE FRM(20475-16 AVE),NULL,0,212.4538843,0.00167
C7750,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,JOHN DEERE,5220,2003,SUNSET NURSERY (290 E. 51ST),NULL,458,286.6736117,43.52336
C7757,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,JOHN DEERE,5220,2002,LANGARA GC (290 W. 49TH),NULL,475,99.44888842,27.32056
C7819,"TURF, MOWER, FAIRWAY, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,5410,2012,FRASERVIEW GC (7800 VIVIAN),NULL,407,128.4777784,65.57306
C7820,"TURF, MOWER, FAIRWAY, RIDE-ON",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,TORO,5410,2012,FRASERVIEW GC (7800 VIVIAN),NULL,430,N/A,N/A
C7826,"TURF, CART TURF CARE SYSTEM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,CUSHMAN,TURF-TRUCKSTER,2010,MCCLEERY GC (7170 MACDONALD),NULL,365,43.81083293,29.3164
C7827,"TURF, CART TURF CARE SYSTEM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,CUSHMAN,TURF-TRUCKSTER,2010,FRASERVIEW GC (7800 VIVIAN),NULL,199,84.67888829,14
C7828,"TURF, CART TURF CARE SYSTEM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,CUSHMAN,TURF-TRUCKSTER,2010,LANGARA GC (290 W. 49TH),NULL,324,44.11055594,19.65971
C7834,"TURF, CART TURF CARE SYSTEM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,CUSHMAN,TURF-TRUCKSTER,2010,RUPERT PITCH N PUTT(3401E.1ST),NULL,178,N/A,N/A
C7835,"TURF, CART TURF CARE SYSTEM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,CUSHMAN,TURF-TRUCKSTER,2005,MCCLEERY GC (7170 MACDONALD),NULL,109,98.57777953,18.32417
C7836,"TURF, CART TURF CARE SYSTEM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,CUSHMAN,TURF-TRUCKSTER,2005,FRASERVIEW GC (7800 VIVIAN),NULL,179,159.8402739,27.86527
C7837,"TURF, CART TURF CARE SYSTEM",hvy equip,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,CUSHMAN,TURF-TRUCKSTER,2005,LANGARA GC (290 W. 49TH),NULL,122,85.4105516,38.0561
